,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,0,::,28:16:7f:b9:81:ba,28:16:7f,0,ff02::1:ffb9:81ba,33:33:ff:b9:81:ba,33:33:ff,0,58,6,0,0,1624870820574,1624870820574,0,1,86,1624870820574,1624870820574,0,1,86,0,0,0,0,0,ICMPV6,Network,0,,,,,
1,1,0,::,28:16:7f:b9:81:ba,28:16:7f,0,ff02::1:ffb9:81ba,33:33:ff:b9:81:ba,33:33:ff,0,58,6,0,0,1624870820574,1624870820574,0,1,86,1624870820574,1624870820574,0,1,86,0,0,0,0,0,ICMPV6,Network,0,,,,,
2,2,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,43248,142.250.184.99,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870820899,1624870821057,158,10,1005,1624870820899,1624870821011,112,5,565,1624870820946,1624870821057,111,5,440,HTTP.Google,ConnectivityCheck,0,connectivitycheck.gstatic.com,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.32 Safari/537.36",
3,3,0,::,28:16:7f:b9:81:ba,28:16:7f,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1624870820585,1624870821385,800,3,330,1624870820585,1624870821385,800,3,330,0,0,0,0,0,ICMPV6,Network,0,,,,,
4,4,0,0.0.0.0,28:16:7f:b9:81:ba,28:16:7f,68,255.255.255.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,67,17,4,0,0,1624870820598,1624870820613,15,4,1416,1624870820598,1624870820613,15,4,1416,0,0,0,0,0,DHCP,Network,0,redminote8-panetty,"1,3,6,15,26,28,51",,,
5,5,0,::,28:16:7f:b9:81:ba,28:16:7f,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1624870820585,1624870821385,800,3,330,1624870820585,1624870821385,800,3,330,0,0,0,0,0,ICMPV6,Network,0,,,,,
6,6,0,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,67,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,68,17,4,0,0,1624870820598,1624870820619,21,2,684,1624870820598,1624870820619,21,2,684,0,0,0,0,0,DHCP,Network,0,,,,,
7,7,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,41140,18.196.107.251,b4:6b:fc:b4:0f:55,b4:6b:fc,5222,6,4,0,0,1624870820996,1624870825198,4202,13,2455,1624870820996,1624870825137,4141,7,1879,1624870821053,1624870825198,4145,6,576,Unknown,Unspecified,0,,,,,
8,8,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,43210,216.58.209.54,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870823330,1624870824073,743,23,6408,1624870823330,1624870824028,698,13,1768,1624870823367,1624870824073,706,10,4640,TLS.YouTube,Media,0,i.ytimg.com,b32309a26951912be7dba376398abc3b,eb1d94daa7e0344597e756a1fb6e7054,,
9,9,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,44222,142.250.184.42,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870823267,1624870823962,695,22,6281,1624870823267,1624870823912,645,13,1776,1624870823306,1624870823962,656,9,4505,TLS.YouTube,Media,0,youtubei.googleapis.com,b32309a26951912be7dba376398abc3b,eb1d94daa7e0344597e756a1fb6e7054,,
10,10,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,48874,142.250.180.98,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870825158,1624870825527,369,12,4650,1624870825158,1624870825527,369,7,1051,1624870825203,1624870825526,323,5,3599,TLS.Google,Web,0,www.googleadservices.com,b32309a26951912be7dba376398abc3b,eb1d94daa7e0344597e756a1fb6e7054,,
11,11,0,fe80::aba5:3795:c21b:6a98,b4:6b:fc:b4:0f:55,b4:6b:fc,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1624870821071,1624870905145,84074,3,389,1624870821071,1624870905145,84074,3,389,0,0,0,0,0,MDNS,Network,0,_pgpkey-hkp._tcp.local,,,,
12,12,0,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1624870821071,1624870905146,84075,3,329,1624870821071,1624870905146,84075,3,329,0,0,0,0,0,MDNS,Network,0,_pgpkey-hkp._tcp.local,,,,
13,13,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,38990,216.239.36.127,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870831430,1624870832455,1025,33,18486,1624870831430,1624870832455,1025,16,4000,1624870831469,1624870832349,880,17,14486,TLS.Google,Web,0,,5709af2ac5409237fc011c6e4a506375,1249fb68f48c0444718e4d3b48b27188,,
14,14,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,46590,157.240.231.61,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870851037,1624870897875,46838,56,5276,1624870851037,1624870897846,46809,28,2667,1624870851080,1624870897875,46795,28,2609,TLS.Facebook,SocialNetwork,1,,,,,
15,15,0,fe80::2a16:7fff:feb9:81ba,28:16:7f:b9:81:ba,28:16:7f,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1624870821150,1624870948967,127817,11,2877,1624870821150,1624870948967,127817,11,2877,0,0,0,0,0,MDNS,Network,0,96.0.42.10.in-addr.arpa,,,,
16,16,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1624870821148,1624870948967,127819,16,3172,1624870821148,1624870948967,127819,16,3172,0,0,0,0,0,MDNS,Network,0,96.0.42.10.in-addr.arpa,,,,
17,17,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,63969,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870821261,1624870821333,72,2,209,1624870821261,1624870821261,0,1,82,1624870821333,1624870821333,0,1,127,DNS.Messenger,Chat,0,mqtt-mini.facebook.com,,,,
18,18,0,18.195.143.70,b4:6b:fc:b4:0f:55,b4:6b:fc,5222,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,47458,6,4,0,0,1624870821289,1624870821292,3,2,227,1624870821289,1624870821289,0,1,173,1624870821292,1624870821292,0,1,54,Unknown,Unspecified,0,,,,,
19,19,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,64489,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870821907,1624870821994,87,2,184,1624870821907,1624870821907,0,1,84,1624870821994,1624870821994,0,1,100,DNS.GoogleServices,Web,0,growth-pa.googleapis.com,,,,
20,20,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57147,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822596,1624870822598,2,2,180,1624870822596,1624870822596,0,1,82,1624870822598,1624870822598,0,1,98,DNS,Network,0,example.org,,,,
21,21,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,58317,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822596,1624870822599,3,2,192,1624870822596,1624870822596,0,1,82,1624870822599,1624870822599,0,1,110,DNS,Network,0,example.org,,,,
22,22,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56689,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822596,1624870822646,50,2,200,1624870822596,1624870822596,0,1,84,1624870822646,1624870822646,0,1,116,DNS,Network,0,ipv4only.arpa,,,,
23,23,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,41796,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822889,1624870822986,97,2,476,1624870822889,1624870822889,0,1,106,1624870822986,1624870822986,0,1,370,DNS,Network,0,content-signature-2.cdn.mozilla.net,,,,
24,24,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,43226,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870823911,1624870823911,0,2,128,1624870823911,1624870823911,0,1,74,1624870823911,1624870823911,0,1,54,HTTP,Web,1,,,,,
25,25,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,26735,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870824302,1624870824376,74,2,202,1624870824302,1624870824302,0,1,85,1624870824376,1624870824376,0,1,117,DNS,Network,0,api.setting.intl.miui.com,,,,
26,26,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35540,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870824654,1624870824699,45,2,246,1624870824654,1624870824654,0,1,96,1624870824699,1624870824699,0,1,150,DNS,Network,0,push.services.mozilla.com,,,,
27,27,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,29244,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870824781,1624870824842,61,2,184,1624870824781,1624870824781,0,1,84,1624870824842,1624870824842,0,1,100,DNS.Google,Web,0,www.googleadservices.com,,,,
28,28,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,33390,35.162.54.217,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870824812,1624870826294,1482,20,6477,1624870824812,1624870826294,1482,12,2140,1624870825028,1624870826293,1265,8,4337,TLS,Web,0,push.services.mozilla.com,494711969b86ffeb147555d20dde66a3,303951d4c50efb2e991652225a6f02b1,,
29,29,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,33849,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825445,1624870825529,84,2,280,1624870825445,1624870825445,0,1,108,1624870825529,1624870825529,0,1,172,DNS,Network,0,firefox.settings.services.mozilla.com,,,,
30,30,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,46277,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825478,1624870825478,0,2,178,1624870825478,1624870825478,0,1,89,1624870825478,1624870825478,0,1,89,DNS.Microsoft,Cloud,0,cs9.wac.phicdn.net,,,,
31,31,0,fe80::2a16:7fff:feb9:81ba,28:16:7f:b9:81:ba,28:16:7f,0,ff02::2,33:33:00:00:00:02,33:33:00,0,58,6,0,0,1624870821385,1624870960186,138801,6,420,1624870821385,1624870960186,138801,6,420,0,0,0,0,0,ICMPV6,Network,0,,,,,
32,32,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,38708,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822011,1624870822055,44,2,301,1624870822011,1624870822011,0,1,95,1624870822055,1624870822055,0,1,206,DNS,ConnectivityCheck,0,detectportal.firefox.com,,,,
33,33,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,44888,216.58.206.42,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870822028,1624870823786,1758,51,19128,1624870822028,1624870823786,1758,27,3057,1624870822067,1624870823785,1718,24,16071,TLS.GoogleServices,Web,0,growth-pa.googleapis.com,0d549f63ddd5f0f2857c038f10f351b8,eca9b8f0f3eae50309eaf901cb822d9b,,
34,34,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,39613,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822031,1624870822070,39,2,313,1624870822031,1624870822031,0,1,95,1624870822070,1624870822070,0,1,218,DNS,ConnectivityCheck,0,detectportal.firefox.com,,,,
35,35,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,0,224.0.0.22,01:00:5e:00:00:16,01:00:5e,0,2,4,0,0,1624870820645,1624870960903,140258,24,1296,1624870820645,1624870960903,140258,24,1296,0,0,0,0,0,IGMP,Network,0,,,,,
36,36,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,1201,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870820796,1624870820863,67,2,194,1624870820796,1624870820796,0,1,89,1624870820863,1624870820863,0,1,105,DNS.Google,ConnectivityCheck,0,connectivitycheck.gstatic.com,,,,
37,37,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,43206,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870820884,1624870820884,0,2,128,1624870820884,1624870820884,0,1,74,1624870820884,1624870820884,0,1,54,HTTP,Web,1,,,,,
38,38,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,31555,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870820910,1624870820990,80,2,197,1624870820910,1624870820910,0,1,76,1624870820990,1624870820990,0,1,121,DNS.GoogleServices,Web,0,mtalk.google.com,,,,
39,39,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,44415,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870820941,1624870820988,47,2,392,1624870820941,1624870820941,0,1,132,1624870820988,1624870820988,0,1,260,DNS.Amazon,Web,0,fr-app-chat-global-xiaomi-net1-1667981913.eu-central-1.elb.amazonaws.com,,,,
40,40,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,40716,142.250.180.110,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870850865,1624870850967,102,7,751,1624870850865,1624870850967,102,4,462,1624870850917,1624870850965,48,3,289,HTTP.Google,Web,0,clients3.google.com,,,Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 8 MIUI/V12.0.5.0.QCOMIXM),
41,41,0,fe80::2a16:7fff:feb9:81ba,28:16:7f:b9:81:ba,28:16:7f,0,ff02::2,33:33:00:00:00:02,33:33:00,0,58,6,0,0,1624870821385,1624870960186,138801,6,420,1624870821385,1624870960186,138801,6,420,0,0,0,0,0,ICMPV6,Network,0,,,,,
42,42,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57210,34.107.221.82,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870822109,1624870997233,175124,45,4188,1624870822109,1624870997233,175124,24,2190,1624870822146,1624870997232,175086,21,1998,HTTP,ConnectivityCheck,0,detectportal.firefox.com,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0,text/html
43,43,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57212,34.107.221.82,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870822596,1624870997233,174637,45,4028,1624870822596,1624870997233,174637,24,2194,1624870822641,1624870997232,174591,21,1834,HTTP,ConnectivityCheck,0,detectportal.firefox.com,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0,text/plain
44,44,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34696,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822596,1624870822664,68,2,168,1624870822596,1624870822596,0,1,84,1624870822664,1624870822664,0,1,84,DNS,Network,0,ipv4only.arpa,,,,
45,45,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,4949,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822768,1624870822818,50,2,182,1624870822768,1624870822768,0,1,83,1624870822818,1624870822818,0,1,99,DNS.YouTube,Media,0,youtubei.googleapis.com,,,,
46,46,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,27307,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870822830,1624870822888,58,2,396,1624870822830,1624870822830,0,1,78,1624870822888,1624870822888,0,1,318,DNS.GoogleServices,Web,0,www.googleapis.com,,,,
47,47,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,44556,99.86.167.104,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870823030,1624870997233,174203,49,14603,1624870823030,1624870997233,174203,27,3117,1624870823077,1624870997232,174155,22,11486,TLS,Web,0,content-signature-2.cdn.mozilla.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
48,48,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,32810,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870823265,1624870823323,58,2,382,1624870823265,1624870823265,0,1,71,1624870823323,1624870823323,0,1,311,DNS.YouTube,Media,0,i.ytimg.com,,,,
49,49,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,49918,149.154.167.92,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870823616,1624870910260,86644,11,1667,1624870823616,1624870910260,86644,7,1169,1624870823680,1624870910258,86578,4,498,TLS.Telegram,Chat,1,,,,,
50,50,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,49024,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870824215,1624870824292,77,2,285,1624870824215,1624870824215,0,1,89,1624870824292,1624870824292,0,1,196,DNS,Network,0,tls.telemetry.swe.quicinc.com,,,,
51,51,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,46938,13.226.175.74,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870824330,1624870825527,1197,21,7329,1624870824330,1624870825527,1197,12,1311,1624870824373,1624870825526,1153,9,6018,TLS,Web,0,tls.telemetry.swe.quicinc.com,9b02ebd3a43b62d825e1ac605b621dc8,f4febc55ea12b31ae17cfb7e614afda8,,
52,52,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,48992,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870824756,1624870824757,1,2,190,1624870824756,1624870824756,0,1,95,1624870824757,1624870824757,0,1,95,DNS,Network,0,autopush.prod.mozaws.net,,,,
53,53,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,39380,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870824810,1624870824810,0,2,190,1624870824810,1624870824810,0,1,95,1624870824810,1624870824810,0,1,95,DNS,Network,0,autopush.prod.mozaws.net,,,,
54,54,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59046,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825291,1624870825477,186,2,208,1624870825291,1624870825291,0,1,88,1624870825477,1624870825477,0,1,120,DNS,Network,0,ocsp.digicert.com,,,,
55,55,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52564,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825330,1624870825428,98,2,375,1624870825330,1624870825330,0,1,86,1624870825428,1624870825428,0,1,289,DNS.NetFlix,Video,0,www.netflix.com,,,,
56,56,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35263,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825330,1624870825401,71,2,411,1624870825330,1624870825330,0,1,86,1624870825401,1624870825401,0,1,325,DNS.NetFlix,Video,0,www.netflix.com,,,,
57,57,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34723,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825330,1624870825405,75,2,178,1624870825330,1624870825330,0,1,89,1624870825405,1624870825405,0,1,89,DNS.AmazonVideo,Video,0,www.primevideo.com,,,,
58,58,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60262,143.204.11.97,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870825531,1624870941268,115737,44,8696,1624870825531,1624870941268,115737,23,2605,1624870825593,1624870941266,115673,21,6091,TLS,Web,0,firefox.settings.services.mozilla.com,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
59,59,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60264,143.204.11.97,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870825531,1624870830688,5157,19,5854,1624870825531,1624870830688,5157,10,1273,1624870825593,1624870830687,5094,9,4581,TLS,Web,0,firefox.settings.services.mozilla.com,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
60,60,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60266,143.204.11.97,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870825531,1624870963249,137718,148,90294,1624870825531,1624870963249,137718,71,6867,1624870825593,1624870963245,137652,77,83427,TLS,Web,0,firefox.settings.services.mozilla.com,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
61,61,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52005,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825935,1624870825997,62,2,224,1624870825935,1624870825935,0,1,98,1624870825997,1624870825997,0,1,126,DNS.GoogleServices,Web,0,safebrowsing.googleapis.com,,,,
62,62,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,43491,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870826103,1624870826169,66,2,398,1624870826103,1624870826103,0,1,135,1624870826169,1624870826169,0,1,263,DNS.Amazon,Web,0,pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com,,,,
63,63,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36322,35.244.247.133,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870826103,1624870826299,196,25,5911,1624870826103,1624870826299,196,15,1493,1624870826166,1624870826298,132,10,4418,TLS,Web,0,incoming.telemetry.mozilla.org,a72f351cf3c3cd1edb345f7dc071d813,9d9ce860f1b1cbef07b019450cb368d8,,
64,64,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56371,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870826186,1624870826263,77,2,219,1624870826186,1624870826186,0,1,84,1624870826263,1624870826263,0,1,135,DNS,Network,0,ocsp.pki.goog,,,,
65,65,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,46978,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870829360,1624870829360,0,2,270,1624870829360,1624870829360,0,1,135,1624870829360,1624870829360,0,1,135,DNS.Amazon,Web,0,pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com,,,,
66,66,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60478,93.184.220.29,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870829469,1624870945214,115745,34,3437,1624870829469,1624870945214,115745,18,1575,1624870829560,1624870945213,115653,16,1862,HTTP,Web,0,ocsp.digicert.com,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0,application/ocsp-response
67,67,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,49259,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870829703,1624870829775,72,2,234,1624870829703,1624870829703,0,1,89,1624870829775,1624870829775,0,1,145,DNS.NetFlix,Video,0,assets.nflxext.com,,,,
68,68,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,63091,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870831327,1624870831400,73,2,190,1624870831327,1624870831327,0,1,87,1624870831400,1624870831400,0,1,103,DNS,Network,0,it.iliad.rcs.telephony.goog,,,,
69,69,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52932,45.57.90.1,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870831354,1624870891725,60371,423,319074,1624870831354,1624870891676,60322,206,14689,1624870831398,1624870891725,60327,217,304385,TLS.NetFlix,Video,0,codex.nflxext.com,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
70,70,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56412,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870831359,1624870831465,106,2,232,1624870831359,1624870831359,0,1,88,1624870831465,1624870831465,0,1,144,DNS,Network,0,cdn.cookielaw.org,,,,
71,71,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52938,45.57.90.1,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870831364,1624870891740,60376,66,31917,1624870831364,1624870891705,60341,32,3194,1624870831434,1624870891740,60306,34,28723,TLS.NetFlix,Video,0,codex.nflxext.com,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
72,72,0,fe80::2a16:7fff:feb9:81ba,28:16:7f:b9:81:ba,28:16:7f,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1624870821385,1624870821475,90,4,440,1624870821385,1624870821475,90,4,440,0,0,0,0,0,ICMPV6,Network,0,,,,,
73,73,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,47876,142.250.184.99,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870909284,1624870943425,34141,21,6906,1624870909284,1624870943425,34141,12,2143,1624870909326,1624870943423,34097,9,4763,TLS.Google,ConnectivityCheck,0,connectivitycheck.gstatic.com,9b02ebd3a43b62d825e1ac605b621dc8,eb1d94daa7e0344597e756a1fb6e7054,,
74,74,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,42226,157.240.231.15,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870955668,1624870955801,133,7,1154,1624870955668,1624870955801,133,4,792,1624870955709,1624870955800,91,3,362,HTTP.Facebook,SocialNetwork,0,portal.fb.com,,,Facebook,text/plain
75,75,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,42762,108.177.119.188,b4:6b:fc:b4:0f:55,b4:6b:fc,5228,6,4,0,0,1624870821029,1624871005519,184490,41,15191,1624870821029,1624871005519,184490,21,2893,1624870821104,1624871005478,184374,20,12298,TLS.GoogleServices,Web,0,mtalk.google.com,c27f440f7784bf025fdcd398e04a7670,eb1d94daa7e0344597e756a1fb6e7054,,
